article_id,article_title,source_pdf,page_number,page_index,line_index,line_id,text,final_block_index,final_block_role,role_hint,active_runtime_model,runtime_action,runtime_action_confidence,runtime_emission_argmax_action,runtime_emission_argmax_confidence,runtime_score_hide_noise,runtime_score_keep,runtime_score_marginalia,shadow_model,shadow_catboost_action,shadow_catboost_confidence,shadow_prob_hide_noise,shadow_prob_keep,shadow_prob_marginalia,runtime_shadow_disagreement,review_priority,top_feature_1_name,top_feature_1_value,top_feature_1_shap,top_feature_2_name,top_feature_2_value,top_feature_2_shap,top_feature_3_name,top_feature_3_value,top_feature_3_shap,pc1,pc2,pc3,y_bottom_ratio,font_ratio_page,font_ratio_doc,below_footnote_divider,page_has_footnote_divider,doc_note_marker
011,CHAPTER THREE CO-GOVERNANCE AND THE FUTURE OF AI REGULATION,../originals/011-co-governance.pdf,1,0,0,p0:l0,1609,,hidden,,lm2-heuristic-fallback,hide_noise,0.998179556129,hide_noise,0.998179556129,6.0,-1.0,-1.0,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.992292611499,0.992292611499,0.004688920038,0.003018468462,false,normal,catboost_text,1609,1.710622060466,alpha_count,0.0,0.708188159669,leading_marker_type,digit_other,0.20483172956,-8.062512906279,-13.662387061138,3.593944633083,0.1406947,1.0000004,1.0000004,false,false,0
011,CHAPTER THREE CO-GOVERNANCE AND THE FUTURE OF AI REGULATION,../originals/011-co-governance.pdf,1,0,1,p0:l1,CHAPTER THREE,0,title,,lm2-heuristic-fallback,keep,0.863961082561,keep,0.863961082561,0.0,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.697557887957,0.697557887957,0.300104358456,0.002337753587,true,medium,catboost_text,CHAPTER THREE,0.868434770764,alpha_count,12.0,0.681905945298,uppercase_ratio,1.0,0.415854979488,-2.050817083404,-13.196390133885,3.53802206152,0.8455909,1.0928966,1.0928966,false,false,0
011,CHAPTER THREE CO-GOVERNANCE AND THE FUTURE OF AI REGULATION,../originals/011-co-governance.pdf,1,0,2,p0:l2,CO-GOVERNANCE AND THE FUTURE OF AI REGULATION,1,heading,,lm2-heuristic-fallback,keep,0.863961082561,keep,0.863961082561,0.0,2.05,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),hide_noise,0.706823081012,0.706823081012,0.273906997292,0.019269921696,true,medium,catboost_text,CO-GOVERNANCE AND THE FUTURE OF AI REGULATION,0.705486513527,uppercase_ratio,1.0,0.401325056307,alpha_count,38.0,0.371897304831,-0.668363235892,-5.254481153851,4.911735975933,0.81353,0.75057715,0.75057715,false,false,0
011,CHAPTER THREE CO-GOVERNANCE AND THE FUTURE OF AI REGULATION,../originals/011-co-governance.pdf,1,0,3,p0:l3,It’s no secret that artificial intelligence (AI) has posed a challenge for,2,paragraph,paragraph,lm2-heuristic-fallback,keep,0.890765739762,keep,0.890765739762,0.0,2.3,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.969661779234,0.027913532848,0.969661779234,0.002424687918,false,normal,catboost_text,It’s no secret that artificial intelligence (AI) has posed a challenge for,0.769584999017,font_size,10.979995,0.309296392551,alpha_count,60.0,0.17040969142,2.903067311722,-2.568619311373,4.471377635138,0.7908033,0.99999994,0.99999994,false,false,0
011,CHAPTER THREE CO-GOVERNANCE AND THE FUTURE OF AI REGULATION,../originals/011-co-governance.pdf,1,0,4,p0:l4,"lawmakers. Tackling the technological complexity, rapid pace of devel",2,paragraph,paragraph,lm2-heuristic-fallback,keep,0.933923830436,keep,0.933923830436,0.0,2.8499999999999996,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.963749382311,0.033202593596,0.963749382311,0.003048024093,false,normal,catboost_text,"lawmakers. Tackling the technological complexity, rapid pace of devel",0.694190793168,font_size,10.979996,0.347121965111,uppercase_ratio,0.01694915,0.167156033752,2.987833039478,-2.159777263353,4.136976863211,0.7756517,1.0,1.0,false,false,0
011,CHAPTER THREE CO-GOVERNANCE AND THE FUTURE OF AI REGULATION,../originals/011-co-governance.pdf,1,0,5,p0:l5,"opment, and broad variety of projected impacts is no easy feat, not for",2,paragraph,paragraph,lm2-heuristic-fallback,keep,0.890765739762,keep,0.890765739762,0.0,2.3,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.974090750439,0.023596300921,0.974090750439,0.002312948641,false,normal,catboost_text,"opment, and broad variety of projected impacts is no easy feat, not for",0.751722551434,font_size,10.979996,0.329143054989,uppercase_ratio,0.0,0.17253610436,3.116412382479,-1.626866754823,3.836062796422,0.76050025,1.0,1.0,false,false,0
011,CHAPTER THREE CO-GOVERNANCE AND THE FUTURE OF AI REGULATION,../originals/011-co-governance.pdf,1,0,6,p0:l6,"scholars and not for non-expert legislators. So far, proposals to regulate",2,paragraph,paragraph,lm2-heuristic-fallback,keep,0.933923830436,keep,0.933923830436,0.0,2.8499999999999996,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.974953078446,0.022545895454,0.974953078446,0.0025010261,false,normal,catboost_text,"scholars and not for non-expert legislators. So far, proposals to regulate",0.752979864711,font_size,10.979995,0.329126922053,uppercase_ratio,0.01639344,0.17253610436,3.021073699564,-1.6111328538,3.91378891711,0.74534863,0.99999994,0.99999994,false,false,0
011,CHAPTER THREE CO-GOVERNANCE AND THE FUTURE OF AI REGULATION,../originals/011-co-governance.pdf,1,0,7,p0:l7,the technology have deployed a traditional approach: one that is cen,2,paragraph,paragraph,lm2-heuristic-fallback,keep,0.933923830436,keep,0.933923830436,0.0,2.8499999999999996,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.968529136521,0.028102487018,0.968529136521,0.003368376461,false,normal,catboost_text,the technology have deployed a traditional approach: one that is cen,0.648811808074,font_size,10.979997,0.410583292772,uppercase_ratio,0.0,0.167156033752,2.88921690824,-1.639029119271,3.822842234945,0.730197,1.0000001,1.0000001,false,false,0
011,CHAPTER THREE CO-GOVERNANCE AND THE FUTURE OF AI REGULATION,../originals/011-co-governance.pdf,1,0,8,p0:l8,tralized around our traditional institutions and that imagines regulation,2,paragraph,paragraph,lm2-heuristic-fallback,keep,0.933923830436,keep,0.933923830436,0.0,2.8499999999999996,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.976429413655,0.020884279593,0.976429413655,0.002686306752,false,normal,catboost_text,tralized around our traditional institutions and that imagines regulation,0.708005210874,font_size,10.979996,0.392475266684,uppercase_ratio,0.0,0.168668516254,2.971865090412,-1.558876517057,3.742837176702,0.7150455,1.0,1.0,false,false,0
011,CHAPTER THREE CO-GOVERNANCE AND THE FUTURE OF AI REGULATION,../originals/011-co-governance.pdf,1,0,9,p0:l9,happening the way it usually does — top-down. But AI is an unusual,2,paragraph,paragraph,lm2-heuristic-fallback,keep,0.933923830436,keep,0.933923830436,0.0,2.8499999999999996,-1.5,lm2-catboost-augmented-epoch51lv-relabels-tc.cbm (shadow only),keep,0.972550982539,0.024594361676,0.972550982539,0.002854655786,false,normal,catboost_text,happening the way it usually does — top-down. But AI is an unusual,0.714186071364,font_size,10.979997,0.392809447285,page_index_norm,0.0,-0.103278541693,2.721416537276,-1.507174740557,3.932365624459,0.6998939,1.0000001,1.0000001,false,false,0
